ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ascension Day,Ascension Day_lower,Ascension Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Easter Monday,Easter Monday_lower,Easter Monday_upper,German Unity Day,German Unity Day_lower,German Unity Day_upper,Good Friday,Good Friday_lower,Good Friday_upper,Labor Day,Labor Day_lower,Labor Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Second Day of Christmas,Second Day of Christmas_lower,Second Day of Christmas_upper,Whit Monday,Whit Monday_lower,Whit Monday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-11,6225506.25623172,5456546.127796049,8834255.908954265,6225506.25623172,6225506.25623172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916444.4787775541,916444.4787775541,916444.4787775541,0.0,0.0,0.0,1171784.110442863,1171784.110442863,1171784.110442863,-255339.63166530905,-255339.63166530905,-255339.63166530905,0.0,0.0,0.0,7141950.7350092735
2013-01-12,6227053.6583056925,4070522.3910762365,7606865.108007611,6227053.6583056925,6227053.6583056925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-373751.9033159755,-373751.9033159755,-373751.9033159755,0.0,0.0,0.0,-101908.62195357599,-101908.62195357599,-101908.62195357599,-271843.28136239946,-271843.28136239946,-271843.28136239946,0.0,0.0,0.0,5853301.754989717
2013-01-13,6228601.060379664,-2049249.464475422,1430803.8308864422,6228601.060379664,6228601.060379664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6482131.516159416,-6482131.516159416,-6482131.516159416,0.0,0.0,0.0,-6201468.928007872,-6201468.928007872,-6201468.928007872,-280662.5881515446,-280662.5881515446,-280662.5881515446,0.0,0.0,0.0,-253530.45577975176
2013-01-14,6230148.462453635,6642794.422581643,10032056.730651522,6230148.462453635,6230148.462453635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2117295.935250719,2117295.935250719,2117295.935250719,0.0,0.0,0.0,2399717.695525508,2399717.695525508,2399717.695525508,-282421.760274789,-282421.760274789,-282421.760274789,0.0,0.0,0.0,8347444.3977043545
2013-01-15,6231695.864527608,5386972.076328926,8865046.711085068,6231695.864527608,6231695.864527608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889087.4875247134,889087.4875247134,889087.4875247134,0.0,0.0,0.0,1166921.0304825853,1166921.0304825853,1166921.0304825853,-277833.5429578723,-277833.5429578723,-277833.5429578723,0.0,0.0,0.0,7120783.352052322
2013-01-16,6233243.266601579,4988306.89454493,8373847.749887794,6233243.266601579,6233243.266601579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541080.2282968968,541080.2282968968,541080.2282968968,0.0,0.0,0.0,808758.4293574545,808758.4293574545,808758.4293574545,-267678.20106055797,-267678.20106055797,-267678.20106055797,0.0,0.0,0.0,6774323.494898476
2013-01-17,6234790.668675552,5093561.263667354,8352443.7537790015,6234790.668675552,6234790.668675552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503414.1882421758,503414.1882421758,503414.1882421758,0.0,0.0,0.0,756196.2841685321,756196.2841685321,756196.2841685321,-252782.09592635618,-252782.09592635618,-252782.09592635618,0.0,0.0,0.0,6738204.856917728
2013-01-18,6236338.070749524,5485228.194868735,8845528.255075157,6236338.070749524,6236338.070749524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937787.6857155538,937787.6857155538,937787.6857155538,0.0,0.0,0.0,1171784.110428244,1171784.110428244,1171784.110428244,-233996.4247126902,-233996.4247126902,-233996.4247126902,0.0,0.0,0.0,7174125.756465077
2013-01-19,6237885.472823496,4273847.6561338855,7616399.31519045,6237885.472823496,6237885.472823496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-314085.28476013005,-314085.28476013005,-314085.28476013005,0.0,0.0,0.0,-101908.62195546352,-101908.62195546352,-101908.62195546352,-212176.66280466664,-212176.66280466664,-212176.66280466664,0.0,0.0,0.0,5923800.188063366
2013-01-20,6239432.874897468,-1768104.1988667285,1475233.4707623632,6239432.874897468,6239432.874897468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6389632.13587156,-6389632.13587156,-6389632.13587156,0.0,0.0,0.0,-6201468.928004762,-6201468.928004762,-6201468.928004762,-188163.2078667977,-188163.2078667977,-188163.2078667977,0.0,0.0,0.0,-150199.2609740924
2013-01-21,6240980.27697144,6790180.184507223,10090579.527796663,6240980.27697144,6240980.27697144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236954.026263738,2236954.026263738,2236954.026263738,0.0,0.0,0.0,2399717.6955284295,2399717.6955284295,2399717.6955284295,-162763.66926469147,-162763.66926469147,-162763.66926469147,0.0,0.0,0.0,8477934.303235177
2013-01-22,6242527.679045412,5571363.35974236,8890461.958633281,6242527.679045412,6242527.679045412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030183.8495249825,1030183.8495249825,1030183.8495249825,0.0,0.0,0.0,1166921.030473786,1166921.030473786,1166921.030473786,-136737.18094880346,-136737.18094880346,-136737.18094880346,0.0,0.0,0.0,7272711.528570394
2013-01-23,6244075.081119384,5144089.906739908,8644803.010005623,6244075.081119384,6244075.081119384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697977.3876990314,697977.3876990314,697977.3876990314,0.0,0.0,0.0,808758.4293569656,808758.4293569656,808758.4293569656,-110781.04165793415,-110781.04165793415,-110781.04165793415,0.0,0.0,0.0,6942052.468818415
2013-01-24,6245622.483193356,5323091.096936319,8805696.184632704,6245622.483193356,6245622.483193356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670676.3782597501,670676.3782597501,670676.3782597501,0.0,0.0,0.0,756196.2841629619,756196.2841629619,756196.2841629619,-85519.90590321172,-85519.90590321172,-85519.90590321172,0.0,0.0,0.0,6916298.861453106
2013-01-25,6247169.885267328,5703612.867714751,9002273.73060506,6247169.885267328,6247169.885267328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110286.4452335578,1110286.4452335578,1110286.4452335578,0.0,0.0,0.0,1171784.1104375294,1171784.1104375294,1171784.1104375294,-61497.66520397139,-61497.66520397139,-61497.66520397139,0.0,0.0,0.0,7357456.330500886
2013-01-26,6248717.2873412995,4415632.007322521,7807215.3590774,6248717.2873412995,6248717.2873412995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-141080.6960317257,-141080.6960317257,-141080.6960317257,0.0,0.0,0.0,-101908.62195735115,-101908.62195735115,-101908.62195735115,-39172.07407437456,-39172.07407437456,-39172.07407437456,0.0,0.0,0.0,6107636.5913095735
2013-01-27,6250264.689415271,-1638889.6055164179,1659616.1274874273,6250264.689415271,6250264.689415271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6220381.019894454,-6220381.019894454,-6220381.019894454,0.0,0.0,0.0,-6201468.9280016525,-6201468.9280016525,-6201468.9280016525,-18912.0918928019,-18912.0918928019,-18912.0918928019,0.0,0.0,0.0,29883.669520817697
2013-01-28,6251812.091489243,6980273.048595045,10399762.76298772,6251812.091489243,6251812.091489243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398719.8630176056,2398719.8630176056,2398719.8630176056,0.0,0.0,0.0,2399717.6955249193,2399717.6955249193,2399717.6955249193,-997.832507313199,-997.832507313199,-997.832507313199,0.0,0.0,0.0,8650531.954506848
2013-01-29,6253359.493563216,5812881.179281518,9125627.455457872,6253359.493563216,6253359.493563216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181298.0899497354,1181298.0899497354,1181298.0899497354,0.0,0.0,0.0,1166921.0304879292,1166921.0304879292,1166921.0304879292,14377.059461806271,14377.059461806271,14377.059461806271,0.0,0.0,0.0,7434657.583512952
2013-01-30,6254906.895637187,5423706.779679804,8698797.768455023,6254906.895637187,6254906.895637187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835859.2804643518,835859.2804643518,835859.2804643518,0.0,0.0,0.0,808758.4293522446,808758.4293522446,808758.4293522446,27100.85111210719,27100.85111210719,27100.85111210719,0.0,0.0,0.0,7090766.176101539
2013-01-31,6256454.297834461,5361673.635070093,8725601.572849343,6256454.297834461,6256454.297834461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793333.5664625263,793333.5664625263,793333.5664625263,0.0,0.0,0.0,756196.2841683816,756196.2841683816,756196.2841683816,37137.2822941448,37137.2822941448,37137.2822941448,0.0,0.0,0.0,7049787.864296987
2013-02-01,6258001.700031735,5857801.147432326,9063116.551361747,6258001.700031735,6258001.700031735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216301.6980548431,1216301.6980548431,1216301.6980548431,0.0,0.0,0.0,1171784.1104336958,1171784.1104336958,1171784.1104336958,44517.58762114755,44517.58762114755,44517.58762114755,0.0,0.0,0.0,7474303.398086578
2013-02-02,6259549.102229009,4579359.0177430315,7990538.314239354,6259549.102229009,6259549.102229009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52577.26999483333,-52577.26999483333,-52577.26999483333,0.0,0.0,0.0,-101908.62196783474,-101908.62196783474,-101908.62196783474,49331.35197300124,49331.35197300124,49331.35197300124,0.0,0.0,0.0,6206971.832234176
2013-02-03,6261096.504426283,-1642643.4538878615,1949029.5305552026,6261096.504426283,6261096.504426283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6149752.339071563,-6149752.339071563,-6149752.339071563,0.0,0.0,0.0,-6201468.928004434,-6201468.928004434,-6201468.928004434,51716.5889328707,51716.5889328707,51716.5889328707,0.0,0.0,0.0,111344.16535471939
2013-02-04,6262643.906623556,6991289.822408999,10499419.079148782,6262643.906623556,6262643.906623556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2451567.130701824,2451567.130701824,2451567.130701824,0.0,0.0,0.0,2399717.6955278413,2399717.6955278413,2399717.6955278413,51849.43517398309,51849.43517398309,51849.43517398309,0.0,0.0,0.0,8714211.03732538
2013-02-05,6264191.308820831,5684628.5544239255,9165865.680578804,6264191.308820831,6264191.308820831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216854.874806252,1216854.874806252,1216854.874806252,0.0,0.0,0.0,1166921.0304791296,1166921.0304791296,1166921.0304791296,49933.84432712229,49933.84432712229,49933.84432712229,0.0,0.0,0.0,7481046.183627083
2013-02-06,6265738.711018105,5304586.369913579,8875647.150607252,6265738.711018105,6265738.711018105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854950.07132242,854950.07132242,854950.07132242,0.0,0.0,0.0,808758.4293475233,808758.4293475233,808758.4293475233,46191.64197489665,46191.64197489665,46191.64197489665,0.0,0.0,0.0,7120688.782340525
2013-02-07,6267286.1132153785,5319993.520080361,8765895.948653467,6267286.1132153785,6267286.1132153785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797049.5543716477,797049.5543716477,797049.5543716477,0.0,0.0,0.0,756196.2841738014,756196.2841738014,756196.2841738014,40853.27019784637,40853.27019784637,40853.27019784637,0.0,0.0,0.0,7064335.667587026
2013-02-08,6268833.515412653,5770527.752675664,9067448.623993788,6268833.515412653,6268833.515412653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205933.6173840922,1205933.6173840922,1205933.6173840922,0.0,0.0,0.0,1171784.1104453134,1171784.1104453134,1171784.1104453134,34149.506938778824,34149.506938778824,34149.506938778824,0.0,0.0,0.0,7474767.132796745
2013-02-09,6270380.917609926,4527097.375309471,7767604.654997843,6270380.917609926,6270380.917609926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75604.22789699437,-75604.22789699437,-75604.22789699437,0.0,0.0,0.0,-101908.62195054007,-101908.62195054007,-101908.62195054007,26304.39405354561,26304.39405354561,26304.39405354561,0.0,0.0,0.0,6194776.689712932
2013-02-10,6271928.3198072,-1629113.4402004664,1862091.9919656096,6271928.3198072,6271928.3198072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6183939.377808023,-6183939.377808023,-6183939.377808023,0.0,0.0,0.0,-6201468.9280119585,-6201468.9280119585,-6201468.9280119585,17529.550203933875,17529.550203933875,17529.550203933875,0.0,0.0,0.0,87988.94199917652
2013-02-11,6273475.722004474,6900396.441922654,10322163.384610951,6273475.722004474,6273475.722004474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2407737.6783616315,2407737.6783616315,2407737.6783616315,0.0,0.0,0.0,2399717.6955307624,2399717.6955307624,2399717.6955307624,8019.982830869615,8019.982830869615,8019.982830869615,0.0,0.0,0.0,8681213.400366105
2013-02-12,6275023.1242017485,5759353.406194464,9140033.814741433,6275023.1242017485,6275023.1242017485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164872.4800008563,1164872.4800008563,1164872.4800008563,0.0,0.0,0.0,1166921.0304804915,1166921.0304804915,1166921.0304804915,-2048.5504796353043,-2048.5504796353043,-2048.5504796353043,0.0,0.0,0.0,7439895.604202605
2013-02-13,6276570.526399022,5390728.156445441,8733524.913140383,6276570.526399022,6276570.526399022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796237.7847319964,796237.7847319964,796237.7847319964,0.0,0.0,0.0,808758.4293567896,808758.4293567896,808758.4293567896,-12520.64462479342,-12520.64462479342,-12520.64462479342,0.0,0.0,0.0,7072808.311131018
2013-02-14,6278117.928596295,5357637.708289568,8759963.436520623,6278117.928596295,6278117.928596295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732935.3958850536,732935.3958850536,732935.3958850536,0.0,0.0,0.0,756196.2841586836,756196.2841586836,756196.2841586836,-23260.88827363004,-23260.88827363004,-23260.88827363004,0.0,0.0,0.0,7011053.324481349
2013-02-15,6279665.33079357,5790762.6382760545,9261832.438061811,6279665.33079357,6279665.33079357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137631.935167309,1137631.935167309,1137631.935167309,0.0,0.0,0.0,1171784.1104414805,1171784.1104414805,1171784.1104414805,-34152.17527417144,-34152.17527417144,-34152.17527417144,0.0,0.0,0.0,7417297.265960879
2013-02-16,6281212.732990843,4411932.79848524,7897708.935830399,6281212.732990843,6281212.732990843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147001.48999185063,-147001.48999185063,-147001.48999185063,0.0,0.0,0.0,-101908.62196102398,-101908.62196102398,-101908.62196102398,-45092.86803082678,-45092.86803082678,-45092.86803082678,0.0,0.0,0.0,6134211.242998993
2013-02-17,6282760.135188118,-1747587.3366724316,1624380.6430872323,6282760.135188118,6282760.135188118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6257461.965071351,-6257461.965071351,-6257461.965071351,0.0,0.0,0.0,-6201468.928008848,-6201468.928008848,-6201468.928008848,-55993.03706250366,-55993.03706250366,-55993.03706250366,0.0,0.0,0.0,25298.170116766356
2013-02-18,6284307.537385392,6816158.650444121,10339789.36035819,6284307.537385392,6284307.537385392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332947.6616572486,2332947.6616572486,2332947.6616572486,0.0,0.0,0.0,2399717.695533684,2399717.695533684,2399717.695533684,-66770.03387643537,-66770.03387643537,-66770.03387643537,0.0,0.0,0.0,8617255.19904264
